N_POINTS,CYCLE_NUMBER,DATA_MODE,DIRECTION,PLATFORM_NUMBER,POSITION_QC,pressure,PRES_ERROR,PRES_QC,salinity,PSAL_ERROR,PSAL_QC,temperature,TEMP_ERROR,TEMP_QC,TIME_QC,latitude,longitude,date,region
20110,117,D,A,6902746,1,10.0,2.4,1,35.05383,0.01,1,28.068,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20111,117,D,A,6902746,1,15.0,2.4,1,35.05382,0.01,1,28.07,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20112,117,D,A,6902746,1,25.0,2.4,1,35.05283,0.01,1,28.072,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20113,117,D,A,6902746,1,35.0,2.4,1,35.05084,0.01,1,28.062,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20114,117,D,A,6902746,1,45.0,2.4,1,35.05085,0.01,1,28.066,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20115,117,D,A,6902746,1,55.0,2.4,1,35.05285,0.01,1,28.07,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20116,117,D,A,6902746,1,66.0,2.4,1,35.22762,0.01,1,28.239,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20117,117,D,A,6902746,1,76.0,2.4,1,36.18152,0.01,1,28.77,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20118,117,D,A,6902746,1,85.0,2.4,1,36.40528,0.01,1,28.559,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20119,117,D,A,6902746,1,96.0,2.4,1,36.51215,0.01,1,28.203,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20120,117,D,A,6902746,1,106.0,2.4,1,36.50817,0.01,1,27.942,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20121,117,D,A,6902746,1,116.0,2.4,1,36.4822,0.01,1,27.398,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20122,117,D,A,6902746,1,126.0,2.4,1,36.62805,0.01,1,26.823,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20123,117,D,A,6902746,1,135.0,2.4,1,36.80885,0.01,1,25.974,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20124,117,D,A,6902746,1,146.0,2.4,1,36.9617,0.01,1,25.302,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20125,117,D,A,6902746,1,156.0,2.4,1,37.07657,0.01,1,24.77,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20126,117,D,A,6902746,1,166.0,2.4,1,37.02566,0.01,1,24.092,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20127,117,D,A,6902746,1,175.0,2.4,1,37.03265,0.01,1,23.654,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20128,117,D,A,6902746,1,185.0,2.4,1,37.04665,0.01,1,23.06,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20129,117,D,A,6902746,1,195.0,2.4,1,37.02767,0.01,1,22.655,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20130,117,D,A,6902746,1,206.0,2.4,1,36.95077,0.01,1,22.034,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20131,117,D,A,6902746,1,215.0,2.4,1,36.8599,0.01,1,21.227,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20132,117,D,A,6902746,1,226.0,2.4,1,36.80897,0.01,1,20.554,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20133,117,D,A,6902746,1,236.0,2.4,1,36.783,0.01,1,20.256,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20134,117,D,A,6902746,1,246.0,2.4,1,36.72908,0.01,1,19.791,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20135,117,D,A,6902746,1,256.0,2.4,1,36.65018,0.01,1,19.184,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20136,117,D,A,6902746,1,265.0,2.4,1,36.61323,0.01,1,18.948,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20137,117,D,A,6902746,1,275.0,2.4,1,36.5673,0.01,1,18.658,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20138,117,D,A,6902746,1,286.0,2.4,1,36.52435,0.01,1,18.382,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20139,117,D,A,6902746,1,296.0,2.4,1,36.48241,0.01,1,18.111,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20140,117,D,A,6902746,1,305.0,2.4,1,36.43746,0.01,1,17.801,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20141,117,D,A,6902746,1,315.0,2.4,1,36.38652,0.01,1,17.484,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20142,117,D,A,6902746,1,325.0,2.4,1,36.33659,0.01,1,17.184,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20143,117,D,A,6902746,1,336.0,2.4,1,36.29564,0.01,1,16.92,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20144,117,D,A,6902746,1,346.0,2.4,1,36.23571,0.01,1,16.551,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20145,117,D,A,6902746,1,363.0,2.4,1,36.1728,0.01,1,16.142,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20146,117,D,A,6902746,1,388.0,2.4,1,36.06593,0.01,1,15.503,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20147,117,D,A,6902746,1,413.0,2.4,1,35.90314,0.01,1,14.591,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20148,117,D,A,6902746,1,439.0,2.4,1,35.76333,0.01,1,13.761,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20149,117,D,A,6902746,1,463.0,2.4,1,35.65046,0.01,1,13.08,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20150,117,D,A,6902746,1,488.0,2.4,1,35.53662,0.01,1,12.361,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20151,117,D,A,6902746,1,513.0,2.4,1,35.41378,0.01,1,11.574,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20152,117,D,A,6902746,1,538.0,2.4,1,35.33188,0.01,1,11.032,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20153,117,D,A,6902746,1,563.0,2.4,1,35.25499,0.01,1,10.511,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20154,117,D,A,6902746,1,588.0,2.4,1,35.15012,0.01,1,9.796,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20155,117,D,A,6902746,1,613.0,2.4,1,35.07323,0.01,1,9.232,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20156,117,D,A,6902746,1,638.0,2.4,1,35.00832,0.01,1,8.721,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20157,117,D,A,6902746,1,663.0,2.4,1,34.94041,0.01,1,8.152,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20158,117,D,A,6902746,1,688.0,2.4,1,34.89049,0.01,1,7.623,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20159,117,D,A,6902746,1,713.0,2.4,1,34.87152,0.01,1,7.253,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20160,117,D,A,6902746,1,738.0,2.4,1,34.84357,0.01,1,6.93,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20161,117,D,A,6902746,1,763.0,2.4,1,34.82759,0.01,1,6.662,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20162,117,D,A,6902746,1,788.0,2.4,1,34.83759,0.01,1,6.594,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20163,117,D,A,6902746,1,812.0,2.4,1,34.8386,0.01,1,6.415,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20164,117,D,A,6902746,1,838.0,2.4,1,34.84058,0.01,1,6.197,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20165,117,D,A,6902746,1,863.0,2.4,1,34.84559,0.01,1,6.032,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20166,117,D,A,6902746,1,888.0,2.4,1,34.85858,0.01,1,5.913,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20167,117,D,A,6902746,1,913.0,2.4,1,34.87556,0.01,1,5.813,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20168,117,D,A,6902746,1,938.0,2.4,1,34.89355,0.01,1,5.664,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20169,117,D,A,6902746,1,963.0,2.4,1,34.90655,0.01,1,5.536,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20170,117,D,A,6902746,1,989.0,2.4,1,34.91753,0.01,1,5.434,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20171,117,D,A,6902746,1,1013.0,2.4,1,34.92652,0.01,1,5.303,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20172,117,D,A,6902746,1,1038.0,2.4,1,34.93452,0.01,1,5.191,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20173,117,D,A,6902746,1,1063.0,2.4,1,34.94052,0.01,1,5.105,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20174,117,D,A,6902746,1,1088.0,2.4,1,34.94752,0.01,1,5.02,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20175,117,D,A,6902746,1,1114.0,2.4,1,34.95151,0.01,1,4.956,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20176,117,D,A,6902746,1,1138.0,2.4,1,34.95552,0.01,1,4.893,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20177,117,D,A,6902746,1,1163.0,2.4,1,34.96151,0.01,1,4.791,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20178,117,D,A,6902746,1,1188.0,2.4,1,34.9665,0.01,1,4.712,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20179,117,D,A,6902746,1,1213.0,2.4,1,34.9685,0.01,1,4.655,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20180,117,D,A,6902746,1,1237.0,2.4,1,34.9695,0.01,1,4.631,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20181,117,D,A,6902746,1,1263.0,2.4,1,34.9725,0.01,1,4.595,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20182,117,D,A,6902746,1,1287.0,2.4,1,34.97649,0.01,1,4.558,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20183,117,D,A,6902746,1,1313.0,2.4,1,34.9765,0.01,1,4.516,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20184,117,D,A,6902746,1,1338.0,2.4,1,34.97649,0.01,1,4.481,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20185,117,D,A,6902746,1,1363.0,2.4,1,34.9755,0.01,1,4.431,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20186,117,D,A,6902746,1,1388.0,2.4,1,34.97549,0.01,1,4.396,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20187,117,D,A,6902746,1,1413.0,2.4,1,34.97549,0.01,1,4.362,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20188,117,D,A,6902746,1,1438.0,2.4,1,34.9755,0.01,1,4.342,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20189,117,D,A,6902746,1,1463.0,2.4,1,34.97452,0.01,1,4.322,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20190,117,D,A,6902746,1,1488.0,2.4,1,34.97351,0.01,1,4.299,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20191,117,D,A,6902746,1,1514.0,2.4,1,34.97252,0.01,1,4.254,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20192,117,D,A,6902746,1,1526.0,2.4,1,34.97452,0.01,1,4.238,0.002,1,1,16.666,-77.12599999999998,2020-01-09 07:31:00,Indian Ocean
20193,78,D,A,6902747,1,3.0,2.4,1,35.87276,0.01,1,27.922,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20194,78,D,A,6902747,1,4.0,2.4,1,35.87376,0.01,1,27.919,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20195,78,D,A,6902747,1,5.0,2.4,1,35.87276,0.01,1,27.919,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20196,78,D,A,6902747,1,6.0,2.4,1,35.87076,0.01,1,27.921,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20197,78,D,A,6902747,1,7.0,2.4,1,35.87275,0.01,1,27.918,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20198,78,D,A,6902747,1,8.0,2.4,1,35.87176,0.01,1,27.921,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20199,78,D,A,6902747,1,9.0,2.4,1,35.87276,0.01,1,27.918,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20200,78,D,A,6902747,1,10.0,2.4,1,35.87275,0.01,1,27.919,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20201,78,D,A,6902747,1,15.0,2.4,1,35.87177,0.01,1,27.919,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20202,78,D,A,6902747,1,25.0,2.4,1,35.87276,0.01,1,27.913,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20203,78,D,A,6902747,1,36.0,2.4,1,35.87475,0.01,1,27.905,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20204,78,D,A,6902747,1,45.0,2.4,1,35.87675,0.01,1,27.903,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20205,78,D,A,6902747,1,55.0,2.4,1,35.88074,0.01,1,27.908,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20206,78,D,A,6902747,1,65.0,2.4,1,35.88574,0.01,1,27.912,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20207,78,D,A,6902747,1,76.0,2.4,1,35.90174,0.01,1,27.921,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20208,78,D,A,6902747,1,85.0,2.4,1,36.23754,0.01,1,27.714,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20209,78,D,A,6902747,1,95.0,2.4,1,36.36346,0.01,1,26.736,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20210,78,D,A,6902747,1,105.0,2.4,1,36.45642,0.01,1,25.118,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20211,78,D,A,6902747,1,115.0,2.4,1,36.40548,0.01,1,22.907,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20212,78,D,A,6902747,1,125.0,2.4,1,36.14967,0.01,1,19.597,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20213,78,D,A,6902747,1,135.0,2.4,1,35.72099,0.01,1,15.697,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20214,78,D,A,6902747,1,146.0,2.4,1,35.63205,0.01,1,15.033,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20215,78,D,A,6902747,1,155.0,2.4,1,35.50813,0.01,1,14.05,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20216,78,D,A,6902747,1,165.0,2.4,1,35.31528,0.01,1,12.598,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20217,78,D,A,6902747,1,175.0,2.4,1,35.19935,0.01,1,11.758,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20218,78,D,A,6902747,1,185.0,2.4,1,35.13641,0.01,1,11.321,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20219,78,D,A,6902747,1,195.0,2.4,1,35.04048,0.01,1,10.612,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20220,78,D,A,6902747,1,213.0,2.4,1,34.96255,0.01,1,10.04,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20221,78,D,A,6902747,1,238.0,2.4,1,34.91957,0.01,1,9.679,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20222,78,D,A,6902747,1,263.0,2.4,1,34.87759,0.01,1,9.291,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20223,78,D,A,6902747,1,288.0,2.4,1,34.82464,0.01,1,8.836,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20224,78,D,A,6902747,1,314.0,2.4,1,34.79767,0.01,1,8.552,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20225,78,D,A,6902747,1,338.0,2.4,1,34.77667,0.01,1,8.331,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20226,78,D,A,6902747,1,363.0,2.4,1,34.76168,0.01,1,8.136,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20227,78,D,A,6902747,1,388.0,2.4,1,34.74771,0.01,1,7.927,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20228,78,D,A,6902747,1,413.0,2.4,1,34.72973,0.01,1,7.721,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20229,78,D,A,6902747,1,438.0,2.4,1,34.70874,0.01,1,7.487,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20230,78,D,A,6902747,1,463.0,2.4,1,34.68875,0.01,1,7.291,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20231,78,D,A,6902747,1,488.0,2.4,1,34.67177,0.01,1,7.103,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20232,78,D,A,6902747,1,513.0,2.4,1,34.66477,0.01,1,6.947,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20233,78,D,A,6902747,1,538.0,2.4,1,34.65378,0.01,1,6.764,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20234,78,D,A,6902747,1,563.0,2.4,1,34.63079,0.01,1,6.472,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20235,78,D,A,6902747,1,589.0,2.4,1,34.60982,0.01,1,6.233,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20236,78,D,A,6902747,1,613.0,2.4,1,34.58784,0.01,1,6.007,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20237,78,D,A,6902747,1,638.0,2.4,1,34.57184,0.01,1,5.817,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20238,78,D,A,6902747,1,663.0,2.4,1,34.58085,0.01,1,5.671,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20239,78,D,A,6902747,1,687.0,2.4,1,34.57185,0.01,1,5.505,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20240,78,D,A,6902747,1,713.0,2.4,1,34.57085,0.01,1,5.384,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20241,78,D,A,6902747,1,738.0,2.4,1,34.56586,0.01,1,5.266,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20242,78,D,A,6902747,1,763.0,2.4,1,34.56586,0.01,1,5.16,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20243,78,D,A,6902747,1,788.0,2.4,1,34.56586,0.01,1,5.037,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20244,78,D,A,6902747,1,813.0,2.4,1,34.57786,0.01,1,5.024,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20245,78,D,A,6902747,1,838.0,2.4,1,34.58885,0.01,1,4.983,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20246,78,D,A,6902747,1,862.0,2.4,1,34.59484,0.01,1,4.94,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20247,78,D,A,6902747,1,888.0,2.4,1,34.60186,0.01,1,4.888,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20248,78,D,A,6902747,1,913.0,2.4,1,34.60984,0.01,1,4.857,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20249,78,D,A,6902747,1,938.0,2.4,1,34.61683,0.01,1,4.836,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20250,78,D,A,6902747,1,963.0,2.4,1,34.63184,0.01,1,4.802,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20251,78,D,A,6902747,1,988.0,2.4,1,34.64482,0.01,1,4.779,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20252,78,D,A,6902747,1,1013.0,2.4,1,34.65981,0.01,1,4.777,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20253,78,D,A,6902747,1,1038.0,2.4,1,34.6888,0.01,1,4.786,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20254,78,D,A,6902747,1,1063.0,2.4,1,34.70079,0.01,1,4.757,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20255,78,D,A,6902747,1,1088.0,2.4,1,34.71579,0.01,1,4.758,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20256,78,D,A,6902747,1,1113.0,2.4,1,34.73377,0.01,1,4.761,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20257,78,D,A,6902747,1,1138.0,2.4,1,34.75776,0.01,1,4.776,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20258,78,D,A,6902747,1,1163.0,2.4,1,34.77974,0.01,1,4.803,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20259,78,D,A,6902747,1,1188.0,2.4,1,34.80473,0.01,1,4.834,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20260,78,D,A,6902747,1,1213.0,2.4,1,34.82071,0.01,1,4.831,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20261,78,D,A,6902747,1,1238.0,2.4,1,34.8387,0.01,1,4.812,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20262,78,D,A,6902747,1,1263.0,2.4,1,34.86068,0.01,1,4.776,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20263,78,D,A,6902747,1,1288.0,2.4,1,34.88968,0.01,1,4.75,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20264,78,D,A,6902747,1,1313.0,2.4,1,34.91066,0.01,1,4.701,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20265,78,D,A,6902747,1,1338.0,2.4,1,34.92566,0.01,1,4.628,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20266,78,D,A,6902747,1,1363.0,2.4,1,34.93064,0.01,1,4.603,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20267,78,D,A,6902747,1,1389.0,2.4,1,34.94265,0.01,1,4.596,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20268,78,D,A,6902747,1,1413.0,2.4,1,34.96464,0.01,1,4.631,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20269,78,D,A,6902747,1,1437.0,2.4,1,34.97163,0.01,1,4.59,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20270,78,D,A,6902747,1,1462.0,2.4,1,34.97462,0.01,1,4.504,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20271,78,D,A,6902747,1,1488.0,2.4,1,34.98163,0.01,1,4.486,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20272,78,D,A,6902747,1,1513.0,2.4,1,34.98461,0.01,1,4.453,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20273,78,D,A,6902747,1,1539.0,2.4,1,34.98761,0.01,1,4.431,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20274,78,D,A,6902747,1,1563.0,2.4,1,34.98961,0.01,1,4.39,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20275,78,D,A,6902747,1,1588.0,2.4,1,34.98963,0.01,1,4.343,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20276,78,D,A,6902747,1,1613.0,2.4,1,34.99062,0.01,1,4.31,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
20277,78,D,A,6902747,1,1638.0,2.4,1,34.99063,0.01,1,4.273,0.002,1,1,5.257,-31.317999999999984,2020-01-09 17:41:00,Indian Ocean
